place	latitude	longitude
New Yorks Ellis Island	29.80929	-89.70759
New Yorks Ellis Island	29.80929	-89.70759
Ohio	40.25034	-83.00018
Ohio	40.25034	-83.00018
Czech Republic	49.75	15
Czech Republic	49.75	15
Hungary	47	20
Hungary	47	20
Slovenia	46.08333	15
Slovenia	46.08333	15
carogennez	NA	NA
Belgiums	NA	NA
Flanders	51	4.5
Flanders	51	4.5
Wallonia	50.5	4.75
Wallonia	50.5	4.75
Gaza city	31.50161	34.46672
Gaza city	31.50161	34.46672
West Banks	19.38333	-71.21667
West Banks	19.38333	-71.21667
Supernova	NA	NA
Syrias Damascus	NA	NA
Syrias	NA	NA
Borj el Barajneh	33.84347	35.49874
Borj el Barajneh	33.84347	35.49874
Tel Israels	31.24864	34.86007
Tel Israels	31.24864	34.86007
Libya	28	17
Libya	28	17
Rwanda	-2	30
Rwanda	-2	30
East Timor	-8.83333	125.75
East Timor	-8.83333	125.75
Kabul	34.52813	69.17233
Kabul	34.52813	69.17233
azZahra	19.11437	41.91694
azZahra	19.11437	41.91694
Hamad	31.40307	48.45684
Hamad	31.40307	48.45684
State of Qatar	25.5	51.25
State of Qatar	25.5	51.25
QFFD	NA	NA
Aizawl	23.72894	92.71791
Aizawl	23.72894	92.71791
Manipur	25	94
Manipur	25	94
Kangpokpi	25.15114	93.9695
Kangpokpi	25.15114	93.9695
Mizoram	23	93
Mizoram	23	93
Mizorams	NA	NA
Kingdom of Judah	20.75028	-156.50028
Kingdom of Judah	20.75028	-156.50028
Bnei Menashe	32.08074	34.8338
Bnei Menashe	32.08074	34.8338
Kolasib	24.22388	92.67869
Kolasib	24.22388	92.67869
Beit Shemesh	31.73072	34.99293
Beit Shemesh	31.73072	34.99293
Santa Clara	22.40694	-79.96472
Santa Clara	22.40694	-79.96472
Moldova	47.25	28.58333
Moldova	47.25	28.58333
Ansarallah	NA	NA
Mediterraneans	NA	NA
Eurasia	87	80
Eurasia	87	80
Heliopolis	36.50361	7.44278
Heliopolis	36.50361	7.44278
alFawakhir	NA	NA
Levant	34	36
Levant	34	36
Gaza Citys Zeitoun	35.65832	65.18016
Gaza Citys Zeitoun	35.65832	65.18016
Old City of Gaza	38.53998	-109.49567
Old City of Gaza	38.53998	-109.49567
Mecca	21.42664	39.82563
Mecca	21.42664	39.82563
Gazas Daraj	31.41667	34.33333
Gazas Daraj	31.41667	34.33333
AlMasjid alOmari alKabir	35.13444	36.74545
AlMasjid alOmari alKabir	35.13444	36.74545
Byzantium	41.01384	28.94966
Byzantium	41.01384	28.94966
Via Maris	47.87844	27.16671
Via Maris	47.87844	27.16671
Anthedon	38.49842	23.44886
Anthedon	38.49842	23.44886
Balakhiyah	NA	NA
Tida	31.24415	30.83845
Tida	31.24415	30.83845
Tell elAjjul	36.53984	40.61373
Tell elAjjul	36.53984	40.61373
Calves Hill	42.27426	-71.32284
Calves Hill	42.27426	-71.32284
Daraj	33.24567	59.54541
Daraj	33.24567	59.54541
Ahmadiyyah Zawiya	NA	NA
Eastern Mediterranean	39.42657	41.23464
Eastern Mediterranean	39.42657	41.23464
TomWhiteGaza	NA	NA
Netivot	31.42305	34.58911
Netivot	31.42305	34.58911
BabelMandeb strait	6.8127	122.0236
BabelMandeb strait	6.8127	122.0236
Eilat	29.55805	34.94821
Eilat	29.55805	34.94821
Dead Sea	44.86777	-73.62391
Dead Sea	44.86777	-73.62391
Eastern Mediterranean region	39.42657	41.23464
Eastern Mediterranean region	39.42657	41.23464
alKarama	NA	NA
Paltel	32.08712	35.18388
Paltel	32.08712	35.18388
Jawwal	NA	NA
Syrias Golan Heights	36.28562	-92.26543
Syrias Golan Heights	36.28562	-92.26543
Kurdistan	37	44
Kurdistan	37	44
Panjgur Pakistans Balochistan province	41.22825	33.15674
Panjgur Pakistans Balochistan province	41.22825	33.15674
Bahaa elDin Abu Ras	33.53699	36.31307
Bahaa elDin Abu Ras	33.53699	36.31307
Dura	28.8	49.23333
Dura	28.8	49.23333
Bahaas	NA	NA
Maldives	3.2	73
Maldives	3.2	73
RepJayapal	NA	NA
RepCori	NA	NA
BasedMikeLee	NA	NA
Republic of Korea	24	121
Republic of Korea	24	121
Kosovo	42.58333	20.91667
Kosovo	42.58333	20.91667
PA	12.66667	-3.95
PA	12.66667	-3.95
Oslo	59.91273	10.74609
Oslo	59.91273	10.74609
